"Text_Review"
"Not Verified |  Flight from Antalya was late due to technical error and I asked to get off plane first because of timing for next flight (we were sitting in last rows) - something every decent company does and has understanding for when flight is delayed by the company. We had 30 minutes to get to next flight because of this delay. There was no understanding or help from flight attendants at all. In fact all I got was rude comments from them. Worst client service ever. I will never use this airline again. They act as if passengers are there for them and not the other way round. Planes are packed and no distance is provided, no disinfection on board, they are not taking any measures regarding Covid."
"Not Verified | Had a bad experience with customer service, the guy didn’t understand me and I ended up giving up and being charged for seats when I shouldn’t have been charged. Flight from Stansted to Antalya was terrible. No social distancing and flight attendants were not doing anything to help. We had a family all gathering around our chair and I had to complain before anything was done about it. Flight attendants were miserable and the flight was packed. No social distancing during Covid and so many people were not wearing masks and the attendants were not telling people to put them on. However flight on way back was good. Flight attendants were good, encouraged social distancing, told people to wear their masks and were always cleaning."
"✅ Trip Verified |  I bought a ticket from Krasnodar to Istanbul, arrived at the airport, and the flight was not canceled, it simply does not exist! the airline did not warn that the flight would not be. Tickets continue to be bought. I also bought tickets from Istanbul to Dalaman, which I also cannot use because I didn't fly out of Krasnodar. Wrote a complaint to the airline, at the moment no one has contacted me. Spent about $600 on a trip that I could not complete."
"Not Verified | We booked a ticket to London from Istanbul for a holiday in July in late February. But because of the COVID -19 pandemic all our plans we’re ruined. We called them and they recommended us to turn our ticket into a open ticket as we would not be able to get a full refund. So we went with their word and turned it into an open ticket and every time we tried to reissue one ticket (we had to pay the difference) after the payment the system got crashed. We attempted 3 times to reissue and each time our payment went through without any confirmation.They took almost 3 months to give us those refunds. Very bad customer service and we lost hope and had to cancel our flight and lost £115 at the end. One of the worst and unhelpful customer service."
"✅ Trip Verified |  On the 17th March I purchased a ticket to fly to Istanbul, Turkey from their website. There was no indication Turkey would close its border on the website, google etc due to COVID as it’s a very fluid situation. On the 18th when I arrived at the desk to check-in my bags I was informed that Turkey had now closed its borders due to COVID. I spoke to the manager and he told me I was due a full refund and to call the customer service hotline to instigate this. This was a major inconvenience as I was hoping for an instant refund and I ended up paying 1700 to fly to Dublin a few hours later. I was assured by their customer service a full refund would be issued and then heard nothing for a few weeks. They tried to claim I didn’t show up for the flight/I cancelled it myself and didn’t want to fly etc which wasn’t the case. Online there is dozens of complaints from other dissatisfied customers who haven’t been issued refunds and it seems this is the route the company is taking. They issued me with a refund of 23.56 euro which also doesn’t make sense?  They didn't provide the service which I was entitled to and have absolutely no reason to be holding onto my money. I presented myself at the airport."
"Not Verified |  Due to coronavirus flight got cancelled. Understandable. Flight tickets would be reimbursed. Understandable. Two months further still nothing refunded, chased them for weeks now: they responded; when the travel ban is lifted 2 months after you will receive the refund. "
"✅ Trip Verified |  There is no online check-in website in English. Mobile application won't download. Once completed they do not issue or send you the boarding pass automatically but you need to do several other further steps to have it forwarded to your e-mail or phone all in Turkish. That's incomprehensible. Flight crew was courteous on the flight to Bishkek and the flight was nice."
"✅ Trip Verified |  Sharjah to Beirut via Istanbul booked for later in March 2020. Worst airline website ever. Trying to contact Pegasus Airlines the whole day with more than one hour waiting time and no response. Waste of money and time Not recommended at all"
"Not Verified |  Doha to Berlin via Istanbul. I have flown with Pegasus airlines 3 times and out of the 3 times my Bag has been damaged twice and I have a strong bag, the bag was damaged in the corner which keep in mind is the strongest part of the bag. I have tried following up with them on this case however they have taken forever to reply and have not taken any care or shown me support they are nice to you however as the call is being recorded so they will be nice but show no effort in support towards me. I have been told that I was on the top of the list (they always say that to keep you pleased) however it has nearly been a week since they have replied with me being on ""the top of the list"" I am very unsatisfied with the treatment. I have also been sent or rather passed around in the airport as no one helped me, I was very tired from my flight so I headed home and continued via email which was my mistake. My father worked hard for the money he has earned and It has gona to waste as the bag has lost wheels and been cut open which resulted in some damage on the inside as well. I do not hope to see anyone get the same treatment as I did and wish you all the best. Thank you"
"Not Verified |  Due to bad weather the plane could not land in Krasnodar airport, so the plane rerouted to Trabzon. The problem was that we stayed inside the Trabzon airport for 16 hours with minimum food and water. The situation was unacceptable, Pegasus Airlines did not allow us to leave the airport neither gave us any information about the issue."
"✅ Trip Verified |  They cancelled the flight on us during return back to Istanbul due to Sabiha airport problems leaving our flight with another airline to catch at extreme jeopardy. I realize that airport issues are beyond their control. However, what I was very disappointed at is that their rep was not forthcoming with information, he played with words giving us false hope that the flight was just delayed (even displayed as such on the airport departure board) while in fact the flight was cancelled. His job was just to give passengers false hope. Only when I persisted on him that I had another flight to catch when he said, buy with another airline. The next flight was half a day away, Pegasus did not offer any accommodation or food to any passenger. My kids and I had to sleep on the airport chairs for the night until the next day afternoon. Was horrible experience. I came to learn days after that Pegasus was supposed to provide us with accommodation and meals .. too late. Let me recommend this, make this airline you absolute last resort .. and it is not family friendly. There were only two families with kids in the flight we used. They won't even give the kids a sip of water unless you pay ridiculous price. The seats do not recline and do not have charging ports. On the bright side, they were flexible with weight (on our outbound flight) and they refunded me the unused portion of the flight."
"✅ Trip Verified |  Very incompetent staff. My flight was from Antalya to Amsterdam connecting to Reykjavik with Icelandair. The check oin officer was supposed to check my bags from Antalya to Amsterdam as my arrival time to Istanbul was 9 am and my flight to Amsterdam was at 1030. By the time I collected my bags the counter was closed. I tried to get help but was asked to talk to many incompetent people including the manager and sales office with no benefit. I had to buy new tickets through Turkish airlines. Avoid Pegasus airlines at all costs."
"✅ Trip Verified |  Istanbul to Stansted. I wouldn't fly with Pegasus Airlines ever again.   £200 less than BA but I was made to book another flight because we were 4 mins late before the gate closed. We had our daughter with us who is 17 months. We had already done online checkin! All we had to do was drop our bags off. The lady at the desk said we were late.  I asked to speak to the Manager. No one came and at this point I knew i had to pay for another flight so I said just get me on another flight as we were only away for 4 days. i had to pay £379.20 on the spot. Didn't accept Credit card. Customer service was shocking!"
"✅ Trip Verified |  Istanbul to Kuwait. I had arrived the airport 2 hours and half before the flight and though we could not make it to the plane.  I was surprised when first arrived pegasus counters to discover the all flights are served together, no matter when and where the flights go. No employee to arrange the crowd, everybody was just waiting his turn. Finally we got our boarding pass and to find out 45 minutes left to fly . Even the direction signs were not clear to differentiate domestic from international passport control. Few minutes later I found myself standing in another long row. I had finished that stage and got the departure stamp on our passports to catch up the gate after 5 minutes behind schedule, but the plane and the shuttle bus were still avail. I could not get in. then I went to Pegasus office and they let me and my family go into Turkey again to stay for any upcoming flight and stay in any hotel on my charge. Worst travel experience for a family ever. Never try this low cost company. "
"✅ Trip Verified |  Dubai to Istanbul. Worse company ever! At check in, extra luggages I booked and paid for weren't updated in system so we had to wait 30 min with big queue behind us. Despite I have bill and invoices. We board in and stayed 2 hours on the ground without explanation, staff emptied the plane and we don't know what to expect. We lost our connection, train and hotel booking because of them. Staff very rude and shouting at customers, unable to handle the situation. Service customers denied to reply to me. Never again!"
"✅ Trip Verified | Istanbul to Ras Al Khaimah. Never chose this company! Pay more, but don't believe in Pegasus! They cancel my flight, didn't send any email to advise and gave no refund or compensation. Totally shameful. Beside all that the treatment in the airport was completely disrespectful."
"Not Verified |  Me and my friend have to say that our trip from Antalya to Stockholm 21 of October 2019 was perfect! I traveled also with my dog in the cabin. The staff was excellent. A special thank you I have to give to Bugra, you made our trip so much fun and unforgettable. We looking forward to fly again with Pegasus."
"✅ Trip Verified |  Istanbul to Ankara. Very capable, smiling, helpful, diligent cabin crew. Seat pitch was very good, although seating was not very comfy. I was alone on a three-seat row. Although take-off was a bit delayed, the flight landed on-time. Pre-bought sandwich was pretty good, prices for drinks are reasonable, thumbs up for alcohol on a domestic short-haul and all these on a low-cost experience. Quite unexpected and pleasant surprise for anyone who has seen European low-cost flights."
"✅ Trip Verified |  Gazipasa to Istanbul. Let me began with this, if you are looking for cheap flight which is less than one and half hours, Pegasus is good option. However, you should take this for you consideration that, your seat is not going to be recline and you would probably left the aircraft thirsty after you flight.  On the other hand, briefing in their flight is masterpiece. Pilot briefed passengers 15 minutes before landing which is weird for me. All in all, it was good experience to flew with them, but I prefer not to fly with them anymore."
"✅ Trip Verified |  Istanbul to Athens. We had 2 different PNRS and they took all of the luggages under 1 PNR (which obviously means the 2nd one didnt have any registered luggage) and charged us 105€ extra without explaining the situation. They never fixed their mistake but just threatened to cancel the flight unless we paid. The funny thing is how it was shown in the system what happened and Pegasus Athens was supposedly taking care of it while their call center - to which we were emailing in Turkish - literally mailed that we exceeded the luggage allowance and that they never give wrong information. And that their supervisor said there were no extra people there that is why they added all the luggage under 1 PNR. Which was a lie because the people from the 2nd PNR were called to give their luggage and my mother was asking for their own group's luggage stickers which they never got because they had to wait for them to make the mistake of adding all of them in one PNR . So my mom received 8 stickers for luggage and paid 105€. Their way of handling these situations by literally calling you crazy and saying how the supervisors report matters more - and that you should use your legal rights- it's just frustrating. "
"✅ Trip Verified |  
I was very disappointed with the flight and staff who overcharged me for luggage. I paid for extra luggage through the app but I was told the 40 kg that I paid extra for was free and included within my ticket price and my son had no allowance dispite paying full adult rates. In had the police called on me at the airport when I tried to stand my ground but fortunately the policeman was very good and took my side. The staff wasted over 2 and a half hour of our time and the only way we could get on the plane was to pay extra. After writing to Pegasus they now say they have investigated but have all the facts wrong and have refused to refund the extra charges. They have unfortunately ruined our holiday at the last and left us so disheartened that we will definitely not be travelling with them again."
"✅ Trip Verified |  Tel Aviv to Stansted via Istanbul. The flight from TLV-SAW-STN was good. As one would expect from low cost company. The service on the airplane was except from the fact you will not receive a cap of water for free and bring water on board in not allowed. We got our pre-ordered food and it was very good. On our way back to TLV, in SAW, in the gate after the boarding tickets scanned and right before we stepped in the sleeve to the airplane, we were stopped. Our bags were re-weighted and we were asked to pay $160 for over weight. We refused to pay saying all our bags were weigted in London. The team on the gate was very aggressive. They took our bags by force demanded our passports and boarding tickets and told us they will call the police (which they didn't). We still insisted not to pay they told us we are too dangerous to go on the airplane and that they cancel the flight for us. We told them we have a check - in bag on the airplane, they told us it will be removed (and he was not removed). After we went to seek for help in Pegasus offices in the airport, in the tickets office and in the check in desks supervisor, a lady appeared from the crew in the gate and talked with officer in front of us. After that they told us sorry we can't help you. They claimed we used violence that we didn't and that we are too dangerous. I was traveling with my family, 2 adults and 3 kids ages 11, 9 and 5. Eventually we purchased new tickets and arrived TLV 14 hours later then we should have. We spent the night in the airport with our kids. I will never fly again with Pegasus Airlines. It looks like the team in the gate was not part of the regular gate team but an ad-hoc team that after finished with us went on to other gate doing the same thing. Stopping passengers in the gate after scanning their boarding tickets, on their way to the airplane and weighting their bags with biased scale in order to take more money from them."
"Not Verified | I've been travelling with my wife from Dubai to Istanbul and back, so I was surprised about the price which was for 2-way ticket and checked the reviews regarding this airline, but I can assure that the price, service and inside aircraft are worth the price they are offering 100%. I was fully satisfied by choosing this airline and the trip as well. Thank you!"
"✅ Trip Verified |  Dubai to Tirana. It was the first time and the last time that I travel with this airline. All of my souvenir from Dubai in my baggage was broken.  You could ask for a blanket as the AC was in the max of cold. Everything was chargeable with ridiculous prices. My luggage got broken during the traveling. The plain smelt horrible and the toilets were very dirty."
"✅ Trip Verified |  Istanbul to Rome. The staff at the Istanbul boarding gate  grabbed my carry-on luggage and started weighing. I was surprised and I am presented with a bill of 240 of some currency, for carrying overweight carryon and laptop bag. I asked to know what weight my carry-on was but no answer. Another man came more rude than the others. He seized my bag and asked to either pay or I would not be allowed to fly. Granted my bag was weighed with water and food that I just bought at the airport, my phone and mp3 player, my wallet and my camera were all in the bags. I did buy some souvenir at the airport and could have removed them but he refused to reweigh my bags saying I had to pay or forfeit my bag. I eventually gave them my Amex card for the $72 bill. Lo and behold “we don’t take Amex” is what I was told, well that’s a problem as that’s all I had. No cash. They insisted on cash or no box while also threatening to prevent me from flying when my wife was already boarded. I was eventually allowed on the flight with only my computer bag while my carry-on luggage was confiscated. I arrived at Rome with no box or any information as to how to collect my box. I had to file a lost baggage claim. This is an airline I will recommend that people avoid at all cost."
"Not Verified |  Dammam to Copenhagen via Istanbul. This is so boring. When we wanted to check in our baggage they did not allow us 1 more kg as we had 1 kg as overweight bagage and they told us to pay for it. Furthermore, our hand carry was allowed in Dammam Airport but Sabiha Airport they charged us because we had bought some stuff from duty-free in both Dammam and Sabiha Airport and our hand-carry got a bit overweight. This happened at the boarding time when a staff member just came from nowhere and asked to check our hand-carry and that time ”final call” notification also started ticking and we just paid that charge."
"✅ Trip Verified |  Dubai to Istambul. Never in my life I faced so rude staff from any place except when I was preparing the check in for my returning flight to Dubai. The lady at the check in was out of information, as a resident with a valid ID I can enter to UAE with out showing my resident stamp in my passport but she started calling Duty managers and everyone until they decided that I can not travel, so she said I need tourist visa, so ridiculous, being a UAE resident, I need a visa to enter. So I demand to talk with the manager cause all those smart agent were not aware of my privileges as resident. After arguing with that smart lady she got angry cause I put my phone over the desk, then, that ""worker"" transformed, she start shouting on me why I was taking a picture. She retaining my passport against my will.  After 15 minutes the DM came and she decided I can travel."
"✅ Trip Verified |  İstanbul to Sharja. The worst airline ever. Workers were rude, seat are not comfortable, the AC was low people were sweating. You had only 20 kilograms over that you pay $12 for each kilogram."
"✅ Trip Verified |  Istanbul to Dubai. Worst airline in the world.  Extremely rude. Paid for 25 kg of luggage nut they said it’s not in their system. Paid for better seats got regular seats. Charged $180 extra for nothing. Run, don’t walk, away from this airline"
"Not Verified |  Istanbul to Beirut. Crew was really friendly but the plane got delayed for 2 hours without any explanation. Turbulence was really bad."
"Not Verified |  Beirut to Istanbul. We left at 6 in the morning. We stayed around 2 hours flight to Istanbul, they didn't offer us any free drink or snack. All drinks and snacks are priced in euros. While they can at least offer us a free cup of coffee or tea."
"✅ Trip Verified | Trabzon to Izmir with Pegasus Airlines. I was in a rush and used online check-in to be sure. But I had to give my bag to baggage check. I was late but ground staff helped me. I thought I had already missed the boarding time but again, ground staff helped me. Flight was on time. Price burned down my wallet. No giveaways."
"✅ Trip Verified |  Amsterdam to Doha via Istanbul. I traveled at seat 14D-F with my family. It was behind the exit seats. Seats were really narrow, it was a terrible flight. Additionally, the cabin temperature was high."
"✅ Trip Verified |  The worst ever. From Budapest to Beirut via Istanbul we’re allowed 20 kgs only and 8kg hand bag. I didn’t want to carry many bags so I had a bag of 25 kg. They made me pay 108 euros for those extra kilos even though I am allowed for 8 more kilos"
"✅ Trip Verified | Izmir to Trabzon with Pegasus Airlines. Flight was fast and good. Most importantly, it was on time. There is no treat from the airline but food and beverage menu is rich. Prices are high. In Turkey, Pegasus is well known with flight delays but I've only experienced one at a ten. Cabin crew is good."
"✅ Trip Verified | First time flying with Pegasus Airlines. Very impressed. I flew SHJ-SAW-STN (same outbound and return route). Airplane was modern (but with no TV on back of screen). Cabin crew were very friendly, attentive, well presented and approachable. They all spoke English. Safety briefing was conducted in dual Turkish/English. Airplane ran on time, no delays. Ground staff were efficient. I booked an exit row seat for the SAW-STN leg which provided ample room to stretch out. Even the normal seat had enough leg room for a large grown man like me. Pre-ordered food online (which gave more choice as to what to eat on board). Breakfast tray was tasty, fresh and well presented. On-board drinks/snacks were available and whilst expensive, were good quality and fresh. Pegasus' baggage policy means a lot of passengers opt not to check in bags (at cost) and take an 8kg cabin bag on board. Some passengers were being greedy by trying to stuff small suitcases into the cabin hold - the cabin crew did not complain but it caused some delays inside the plane trying to get everyone's bags packed away and seated on time."
"✅ Trip Verified |  Sharjah to Amsterdam via Ankara/İstanbul. We passed the registration and handed over our luggage, Pegasus employees took our hand luggage from us near the ramp. Sports bag weighing about 10kg. And a suitcase of 8-10 kg.  Flight RS0747 was delayed and we were extra urgently in Ankara. Our plane was three hours at Ankara airport. For reasons unknown to us. I see this for the first time. People began to leave in Ankara. About 10 people left the plane. Accordingly, their luggage was somehow given to them. The rest flew to Istanbul. When leaving I wondered where my bag was (hand luggage) I was told all the luggage would be transferred to the next flight. A Pegasus representative met us all and explained to whom and where to go. Some of the people stayed in the hotel. We went to the Pegasus counter for the next flight to Amsterdam. There we more than once clarified “Where are our bags ??”, we were told: “You will get all the luggage in Amsterdam!” I traveled not alone but with my boyfriend. We passed the luggage together. In Amsterdam, nothing of our luggage has come! All 4 pieces of baggage Pegasus lost. We have issued the lost baggage at the counter. We were told to wait 3-5 days. The next day we took 2 large suitcases. A day later, one bag of hand luggage. And to this day there is no one more last bag. In this bag were personal items: shoes, outerwear, handbags, perfume. Mood was spoiled. In Amsterdam was forced to wear what it flew into. "
"✅ Trip Verified |  Stansted to Athens via Istanbul. Decided to give this airline a go because they had a fare for under £100 as a last-minute booking, with a 2 hour connection, compared to other airlines wanting double that. You can get the mobile boarding pass but there are issues with their app if you always dont have access to the internet. The boarding pass did not save down without you having to put in the booking reference each time and searching for it again which needs an internet connection. When i got to Istanbul i had no internet for my boarding pass but fortunately there was transfer desk who printed out a manual boarding card without a ounce of grief. I would recommend emailing your boarding passes until they sort this issue. Its very tight seating and the flight was full and the service was basic but i couldn't care less on a flight less than 4 hours. We got there and that's the main thing. Really overpriced food cart so make sure you stock up on your basic snacks. I thought that Istanbul Gokcen was a great airport to transit in great food court facilities and a cheeky way to stock up on cheap tobacco in transit back to Europe. The only thing i didn't care for was Stansted - worst airport that surrounds the London area. Hopefully they expand to Gatwick someday we need airline like this to keep the fares low."
"✅ Trip Verified |  Amsterdam to Beirut via Istanbul. Terrible customer service experience. I had a flight with a transfer. My bag was a few kilos overweight so I paid the additional 75 euros before my first flight. At this point I was given a receipt and a bag sticker and was told to present this at the next airport if necessary. While boarding the second flight from Istanbul, I was stopped where they informed me that my cabin bag was overweight. I showed the staff members the receipt and bag sticker and yet insisted I pay an additional 45 euros (reduced from 90) and in her very limited English implied that I should hurry up because the flight was leaving and that I would not be allowed to board without paying. I have flown several budget airlines without trouble, but this one was by far the most incompetent."
"✅ Trip Verified |  Istanbul to Stansted. Worst customer service ever. Flight delayed by 1.5 hrs and no proper explanation given why, aircraft not cleaned from previous flight, crew don't speak english, not greeted when entering aircraft, took nearly 2 hours to be served for a drinks and snacks and at the end didn't have what asked for as ran out of menu items on a row 19. Very incompetent staff. Will never ever fly with them again. Absolutely not recommended"
"Not Verified |  Muscat to Vienna via Istanbul. This is the worst airline I have used! The flight was delayed and I missed my connection but nobody cared about it! The delay was only 10 minutes and they didn’t wait however they can see in the system the I am checked in and their plane is late. At the airport office I was waiting 1 hour so that anybody talks to me and Change my flight. They poorly speak English so it took me a while to explain what happened and finally get help. "
"Not Verified |  Dubai to Istanbul. Awful seats. Not comfortable at all for a 5 hours trip from Dubai to Istanbul. No entertainment and even the chairs are not going back so you can sleep like on any other airlines due to the very small spaces between the chairs. Horrible trip. Not recommended at all."
"Not Verified |  Tel Aviv to Budapest via Istanbul. Excellent staff and service. Our flight got delayed due technical issues and we had to stay overnight in Istanbul. I just would like to express my gratitude to the handling staff, air and ground. Everything ran smoothly and very efficiant. We knew what was going on during the whole time, the staff was taking care of all quickly and with a smile. Technical issues are part of life but what was excellent is the way the company handles these situations. We got compensated for the delay on time and without issues. Thank you Pegasus. Definitely my choice for next flight!"
"✅ Trip Verified |  On October 6th I flew from Beirut to Marseille via Istanbul on Pegasus Airlines. On my transit stop I was able to visit a business lounge in Istanbul airport(SAW). Was able to relax and wait for my next flight in comfort. Overall a great flight. I will always fly Pegasus given a chance."
"✅ Trip Verified |  I flew Pegasus from Beirut to Istanbul last week - rude flight attendants. It was a dirty aircraft with dirty bathrooms. People kept on trying to open the air vents above their heads, but no air come through. Everything on this airplane was for money. No screen, maps or No food. Moreover, on our day back to Beirut, they have changed the flight time an hour and didnt inform us about that - we missed our flight because of them and they have cancelled our ticket to Beirut and made us pay another one way ticket. However, we were not that stupid to use that plane again, we booked on Middle East Airlines. I  would pay a few more dollars to avoid the worst airline conditions I've experienced."
"✅ Trip Verified |  Gatwick to Dalaman. I booked a flight months before as was travelling independently to Turkey. Pegasus was the best price for the flight times. Unfortunately as the Pegasus site seemed to run slow and never complete the booking, I booked via Olympic Holidays. The disadvantage of this was that you could not pre book seats/meals with either as Pegasus could not clearly use an Olympic reference and Olympic could not book any extras. At Gatwick airport check in was far too slow and it took 1 hour and 20 minutes. I asked politely for a window seat and was allocated. The flight was not announced until 19:40 for a scheduled departure at 20:10. Clearly we were not going to leave on time. The flight was fine but there seemed to be very few cabin staff so it took a long time for each sequence of drinks and food to occur. It is difficult for the staff & passengers as all the prices were in Euros despite being a Turkish Airline but they do have a lot of routed in the Euro Zone. The crew ran out of change for sterling and this again occurred on the return flight. Passengers assisted and I gather from one crew member this is not uncommon. What happens if they simply cannot obtain change? This took up a considerable amount of time. Pegasus support your crew with sufficient float! On the return journey, check in seemed late opening, I requested a window seat, the man dismissed the request saying seats already allocated. It was a rather bumpy landing at Gatwick but all was well. I decided to book for the same journey for September 2019 as the Facebook page was offering Summer 2019 flights. However none are available, other airlines have started booking"
"Not Verified |  I recently flew with Pegasus to North Cyprus via Turkey. Taking advantage of their pre flight menu I ordered Mushroom Risotto and my wife ordered Chicken Schnitzel. It would appear that something was lost in translation. My Risotto manifested itself into Ravioli and my wife's choice was like the sacrificial lamb. Never again. On the return journey we hoped to choose from the on board flight menu, but sitting in row 20 we where served last and consequently by the time they got to us most of the available food had been sold or not even loaded. We were later offered the duty free drinks menu and decided to purchase two bottles of gin. Again none available. If this airline wants to compete in international air travel then they need to buck up and get their act together. Next time I travel to North Cyprus it will be by the Short Route through South Cyprus and not endure the 10 hours flight via Turkey."
"✅ Trip Verified | SAW-SXF: Boarding was a huge mess. They first announced people of zone ""A"" would first board. I was zone B, so I waited but they actually never called zone B, so I was one of the last pax to board which meant there was almost no overhead space left. Plane was packed. Aircraft was a 2-year-old A320neo (TC-NBE). The seat was alright, it didn't recline and they weren't really comfortable but that's what you get when you fly low-cost. No IFE, no overhead screens to see flight stats. Took off and landed on time. SXF-SAW: Boarding was a little better as they didn't mention any zones. Had seat 3C, 3A and 3B were empty. Aircraft was a 6-year-old B738 (TC-CPE), though the seats were the same as the newer A320neo, so they didn't recline either. Plane was dirty as the crew only had like 5 minutes to clean the aircraft. I flew with Pegasus B738 plenty of times before and they had overhead screens for flight stats, but Pegasus either had them removed or they don't use them anymore. Took off on time, landed early but landing was very rough. On both flights the crew seemed very tired and like they didn't really care about their job. They weren't really good in English. Also one thing I noticed on both flights was how they just put a plastic soap bottle bought off a dollar store in the lavatories."
"✅ Trip Verified | Istanbul to London. It was a terrible experience. I was waiting in the queue to check in, the queue was very long and I had to wait more than an hour, when I finally reached the desk, the member of staff told me that I can't do a check in because it's less than 60 min left to my flight (it was 58 min) and he advised me to speak with supervisor. I went to speak with supervisor who was dealing with other unhappy customers (many of them). At first she didn't even pay attention when I came to talk to her, after waiting around 15 min she told me that she can't do anything about it and told me to go to Pegasus ticket desk, when I went there the member of staff told me that they can't do anything about that as well, as I had to arrive earlier to the airport (not sure how early that should be). She said that there is another flight to London however the plane is full and she advised me to check with other airlines. Thank you Pegasus for such a ""great service"". I had to buy 2 more flight tickets which were not cheap. I'm very, very disappointed, I wanted to save money, but finally I just spent way more. I asked for a refund but all I've been told was that I wasn't present at check in desk 60 min before flight so there is nothing what they can do. I will never fly with Pegasus again and I will advise others of the same."
"✅ Trip Verified |  Brussels to Beirut via Istanbul. I will avoid if possible. 40 min delay and broken seat, customers that use this are also terrible, caused extra delays. I bought last minute (expensive) tickets so value for money not good"
"✅ Trip Verified |  Dubai to Stansted via Istanbul. Budget airline, cramped and uncomfortable, no in flight entertainment (ok with one of those neck pillows you can buy) but less than half the price of the likes of Emirates / Etihad. However they should accept all types of credit card (my UAE one wouldn’t work but luckily I had cash for water!) They get you on and off the plane speedily. Not sure why people are complaining, you get what you pay for. Very friendly staff too working with what they are given to provide a great service on a not so great plane."
"✅ Trip Verified | London to Izmir. You usually know what to expect with a low company but this one beats them all. Took back and forth and exactly the same issues - flight is late and no information communicated. Most disgusting planes ever with all tables covered with filth probably never washed, seat pockets are the same with food pieces and drink smears everywhere. Most seats are broken and I flew almost with my front neighbours seat in my face. Toilets smell - a bonus. Basic safety rules disregarded on both flights - hostesses are not checking if passengers have seat belt a on etc - people were jumping out of their chairs as soon as we were on cruising speed on land which is strictly forbidden - we did not even have an English presentation of the safety rules - only Turkish. The food is close to vile and prices are ridiculous - 14 euros! Captain did not say anything during our flight. Most seats were broken and arm rests taped! 1st flight our plane still smelt of cigarette - looked like a plane from the 80s. Funny thing tickets were not that cheap either! Just thankful I got where I needed in one piece but will never use them again even at the price of not flying direct."
"✅ Trip Verified |  Amman to Antalya. It was a terrible experience, they broke my check in bag, it’s expensive and good quality bag. And, their employees don’t aware about company rules, I resrved a business flex, so, I have 20 kg check in and 12 kg carry on, but the employee at the check in counter asked me to remove a 3 kg from 11 kg carry on bag! Honestly they are terrible."
"✅ Trip Verified |  Stansted to Dubai via Istanbul. Pegasus airline was by far the worst airline I have ever encountered. Although the ticket wasn’t as expensive as fancy airlines, it was not worth the price. I personally regret not investing more money on a quality airline rather than a random airline. The seat  was so small that you were constantly touching the person next to you with your leg. The staff was unbelievably rude and not helpful. I asked the air hostess if I was gonna miss my flight as I had a layover, the man was unhelpful and said he doesn’t know anything until I went and spoke to another staff. Both flights I was in were delayed hours and were extremely slow. Overall I genuinely don’t recommend this airline, even if it is cheaper than others."
"✅ Trip Verified |  Frankfurt to Sharm El Sheikh return via Istanbul. The ground crew and crew was friendly and professional. The check-in was always quite tedious. Here I can only recommend to be very early at the counter. Aircraft types: A320-200neo; A320-200; A320-200; 737-800. The airbuses were clean and relatively young. The Boeing was a bit older and a bit worn. The seat backs could only be adjusted in the Boeing. The seating comfort was okay overall. For more than 3 hours I would not want to do without a backrest adjustment. We had weighed and measured our luggage before (on-board luggage) so there were no problems. Boarding passes we got in Frankfurt for both flights. You can also do an online checkin beforehand. For a seat reservation no fee is required. On the return trip, we only got a boarding pass for the first flight in Sharm El Sheikh. In Istanbul, we then had to get the 2nd for the connecting flight at the transit counter. Early to go to the counter, otherwise queue! On-board service is available for a fee, which is normal for low-cost airlines. The quality is good. The seat pitch is at Lufthansa short-haul level. It is slightly lower in the Boeing than in the Airbus. Entertainment does not exist. A delay was only on our 1st flight ... approx. 30 minutes. All other flights were on time. Gate changes have also been made 1 time. But was announced in time and the new gate was right next door. Sabiha Gokcen Airport is much better than its reputation in my opinion. There are a lot of restaurants and various shops, as well as plenty of seating. The paths are short, as the airport is not too big. Cleanliness is ok. Staff is professional and sufficiently friendly. Toilets are bearable.  Our luggage arrived intact and complete in Sharm El Sheikh or Frankfurt. As an experienced Ryanair customer I have to give Pegasus a better rating than them. Ryanair is extremely annoying with its additional charges, its fussy luggage rules and its permanent advertising on board. Ryanair also only flies the Boeing 737 and is definitely less comfortable than the A320. In addition, lately the negative headlines about strike etc. All in all, we were quite satisfied with Pegasus."
"✅ Trip Verified |  Istanbul to Zurich. I have approx 10 flight with Pegasus Airlines for 4 years, one of them was delayed which is normal. I cannot understand the people who buy plane ticket for low cost and expect most of things should be free of charge."
"✅ Trip Verified |  Istanbul to Budapest. This is the absolute worst airline i have ever flown. I was standing in the ticket check in line (the line where they check your ticket to let you through the gate) for one and a half hours. The flight ended up delayed by 2 hours which made me miss my other flight from Budapest to Marrakech. And when i asked them for a refund they tell me that it's not their responsibility as my second flight was with another airline."
"✅ Trip Verified |  Istanbul to Athens. If you can afford to pay a bit more never travel on this awful airline. I was in the check in queue 2.5 hours before my flight to Athens with my husband and 3 kids and because of the useless check in staff was still about 30 people away from the counter an hour and a half after i arrived at the airport. The staff are most unpleasant and unhelpful and after asking 2 of them if they can assist us in checking in quicker we were still told to follow the queue knowing full well that we were never going to make the flight in time. Eventually i got permission from the supervisor and went to the check in counter of the one i initally asked help from. She was so upset that we had asked the supervisor that she deliberately made us pay for 5kg extra and told us that we cannot remove the 5kg from the bag. My husband was so angry that he just payed the 200TL charge so that we could run with our 3 kids to make the flight - such awful service from people who are suppose to help you in making it on time for your flight - never again Pegasus staff need training in customer service."
